"n_weeks","weekly_CO_mean","weekly_NO2_mean","weekly_O3_mean","weekly_SO2_mean"
126,0.703794785714286,0.0239558571428571,14.8738942142857,0.294045928571429
127,0.837234714285714,0.0120030714285714,15.4957181428571,0.917822
128,0.966336678571429,0.0219582857142857,14.2053453571429,0.540967857142857
129,0.720872214285714,0.0262024285714286,15.2621398571429,2.72848642857143
130,0.512933535714286,0.0289079285714286,15.9719838571429,2.01248378571429
131,0.6809335,0.014756,16.2813147142857,1.50284371428571
132,0.709174357142857,0.0259165,12.783244,1.24593507142857
133,0.731976928571429,0.0302383571428571,13.376788,0.852458642857143
134,0.498194785714286,0.0157946428571429,16.4254824285714,0.961291142857143
135,0.526501214285714,0.0219940714285714,21.6461205714286,1.91780171428571
136,0.495496928571429,0.0253213571428571,12.1892292142857,0.256593785714286
137,0.616863535714286,0.0230295714285714,15.5235975,1.06634078571429
138,0.644571678571429,0.0330002857142857,16.3601544285714,2.33014821428571
139,0.761762392857143,0.0184525,11.0177862857143,1.89537871428571
140,0.819837,0.0187110714285714,13.5894034285714,1.66191578571429
141,0.874708821428571,0.0172290714285714,12.4308299285714,1.489574
142,0.45793875,0.0192217857142857,15.8915160714286,4.20248957142857
143,0.512978821428571,0.0176072857142857,21.3556137142857,3.92052271428571
144,0.534213321428571,0.00843742857142857,16.2513648571429,1.199584
145,0.588295821428571,0.0127976428571429,12.4469697142857,1.750159
146,0.927697928571429,0.0154820714285714,21.5664406428571,6.622595
147,0.824369214285714,0.0128450714285714,24.0596178571429,5.85980242857143
148,0.792062214285714,0.0119822857142857,25.8747591428571,4.86660757142857
149,0.91049425,0.0149998571428571,25.7415065,4.576684
150,0.943951678571429,0.0111905,23.0615377142857,7.19262292857143
151,0.981146428571429,0.0145835,26.0334792142857,4.37659171428571
152,0.658398,0.0200357142857143,21.2488237142857,4.13719421428571
153,1.16582992857143,0.0166537142857143,26.0840860714286,4.732886
154,0.875343607142857,0.0157677142857143,20.8286500714286,4.68841592857143
155,0.415942071428571,0.0207231428571429,16.2490588571429,4.08575314285714
156,0.681761035714286,0.0207379285714286,21.4060559285714,5.3642635
157,0.792706321428571,0.0158867857142857,18.6547266428571,3.50044178571429
158,0.353040821428571,0.0200209285714286,16.8354365714286,3.24447607142857
159,0.743814642857143,0.0210118571428571,23.515716,5.07547314285714
160,0.550099071428571,0.0154137857142857,18.0996023571429,3.21262971428571
161,0.494636357142857,0.0131756428571429,15.8809877142857,4.12724242857143
162,0.696920321428571,0.0124643571428571,14.9193133571429,2.65574528571429
163,0.780480107142857,0.0185386428571429,17.6275054285714,3.86840985714286
164,0.992867,0.0198751428571429,17.2002517142857,2.43870764285714
165,0.602678607142857,0.0260237142857143,20.9693324285714,4.6847975
166,0.67819625,0.024006,18.2408712857143,3.43299321428571
167,0.719351714285714,0.0222175,16.4635092857143,4.65731485714286
168,0.873233607142857,0.0386517857142857,19.0351261428571,4.73669957142857
169,0.856618785714286,0.029503,14.1177182857143,4.44325142857143
170,0.604160178571429,0.0322559285714286,17.6024139285714,4.21307907142857
171,0.383320321428571,0.015271,7.91700764285714,0.509912
172,0.456165785714286,0.0211607857142857,12.4973062857143,1.0516965
173,0.508324178571429,0.0331876428571429,12.9498518571429,4.88555171428571
174,0.491084357142857,0.0405177142857143,15.7900750714286,3.16284935714286
175,0.534116321428571,0.0241307142857143,10.775574,1.09648264285714
176,0.54798075,0.0214880714285714,11.9998917857143,2.39328414285714
177,0.628723785714286,0.0137648571428571,13.1104956428571,1.73333828571429
178,0.639646642857143,0.0212887142857143,12.8747175,3.57882207142857
179,0.553688,0.0178036428571429,8.98441342857143,2.85284507142857
180,0.616485428571429,0.0124642142857143,10.4278303571429,2.979614
181,0.606314714285714,0.0240972142857143,11.1541266428571,3.65700428571429
182,0.615566642857143,0.0209048571428571,9.27739735714286,2.7610175
183,0.651157928571429,0.0204048571428571,11.4992471428571,3.48273064285714
184,0.565272642857143,0.0200551428571429,8.37673921428571,2.75583421428571
185,0.667559571428571,0.0234492857142857,11.4284183571429,2.39377771428571
186,0.789241428571429,0.0224940714285714,14.4886363571429,2.84738464285714
187,0.519206964285714,0.0158271428571429,10.8290043571429,0.697160642857143
188,0.549773535714286,0.0240952857142857,11.5315256428571,4.54173871428571
189,0.584769642857143,0.0240805,12.3655537857143,2.04318435714286
190,0.780965285714286,0.0297144285714286,18.8883516428571,4.18355328571429
191,0.669798071428571,0.0260297142857143,12.8709297857143,2.33860721428571
192,0.968439357142857,0.0340090714285714,19.4103967857143,4.47646964285714
193,0.847353857142857,0.0191368571428571,10.4802137142857,0.7684915
194,1.00929914285714,0.0223016428571429,18.2717980714286,3.15224414285714
195,0.616907857142857,0.0225267142857143,21.4431936428571,2.98648785714286
196,0.680470428571429,0.0194584285714286,18.0612884285714,2.15603007142857
197,0.616728178571429,0.0145892857142857,15.5225274285714,1.26196035714286
198,0.810442392857143,0.0141369285714286,17.6179771428571,0.947474857142857
199,0.585911285714286,0.0163660714285714,16.7298559285714,4.20476557142857
200,0.47866375,0.015506,16.4250376428571,4.38057507142857
201,0.663875214285714,0.0114405714285714,20.9099142142857,6.64441485714286
202,0.690515071428571,0.0138035,19.1674043571429,6.20135128571429
203,0.874152392857143,0.0143510714285714,23.7215086428571,7.12545485714286
204,0.835733642857143,0.016622,15.9015152142857,3.09893707142857
205,0.570064964285714,0.0138610714285714,16.471438,2.01771485714286
206,0.616705392857143,0.0125921428571429,18.1321757857143,3.98541607142857
207,0.89562625,0.014241,21.6362812142857,3.7513845
208,0.887378821428571,0.0165243571428571,24.3832188571429,6.36421928571429
209,0.81649725,0.0164791428571429,19.0427017142857,4.36008942857143
210,0.364968607142857,0.0191107857142857,15.1011518571429,3.11412121428571
211,0.41568325,0.0190089285714286,13.7477295714286,2.16409707142857
212,0.569901535714286,0.0262619285714286,21.2498467857143,3.52986928571429
213,0.691925464285714,0.0234760714285714,13.2376011428571,4.4119695
214,0.713198821428571,0.0244165,15.8406032857143,3.37584692857143
215,0.85090575,0.0323216428571429,22.1004689285714,3.80933335714286
216,0.667193678571429,0.0270447857142857,21.1913582857143,3.31523471428571
217,0.538684,0.0311814285714286,14.6646785714286,1.12672292857143
218,0.583086357142857,0.0346965714285714,20.0337145714286,4.56582078571429
219,0.728894964285714,0.0324512142857143,18.8961040714286,3.11461807142857
220,0.531521928571429,0.0321090714285714,20.7766890714286,4.34652271428571
221,0.220186464285714,0.0264569285714286,13.239728,1.66487228571429
222,0.219981785714286,0.0278822142857143,19.6109772142857,5.70184335714286
223,0.342346035714286,0.0384675,21.5346706428571,2.06248707142857
224,0.337344857142857,0.0195655,14.8817522857143,0.612375928571429
225,0.403545571428571,0.0191756428571429,15.0523885,0.122423142857143
226,0.433760357142857,0.0189105714285714,11.1733920714286,0.254619642857143
227,0.53454975,0.0220475714285714,13.9774272857143,0.451240428571429
228,0.619034714285714,0.0157470714285714,11.5428420714286,0.818468928571429
229,0.667371821428571,0.0178392142857143,11.8123453571429,0.684551571428571
230,0.769468107142857,0.0118242857142857,14.5722402142857,1.07831642857143
231,0.832401821428571,0.0113897857142857,13.4279225,1.98346271428571
232,0.534550214285714,0.0151892142857143,14.7009189285714,2.02697314285714
233,0.363059107142857,0.0291059285714286,13.6475725714286,2.31530985714286
234,0.478293392857143,0.0285654285714286,13.9785016428571,2.78869971428571
235,0.503519607142857,0.0272204285714286,13.9900665,3.95742942857143
236,0.592400714285714,0.0350028571428571,12.0220667142857,1.19343421428571
237,0.574534214285714,0.0320892142857143,11.5159598571429,2.00289885714286
238,0.648279,0.0233302142857143,14.6701066428571,2.3307615
239,0.751196821428571,0.0194791428571429,13.4931199285714,2.39227485714286
240,0.725317,0.0253837857142857,11.7374382142857,2.80017
241,0.73615425,0.0289138571428571,12.5236399285714,5.58544071428571
242,0.768277642857143,0.0259642857142857,11.1901182142857,3.07946071428571
243,0.791485535714286,0.0323899285714286,10.3221242857143,3.25177657142857
244,0.889622142857143,0.0351516428571429,20.3147630714286,9.11858185714286
245,0.836141357142857,0.0246963571428571,10.6433962142857,2.28800842857143
246,0.353684464285714,0.0186965,17.5252498571429,4.93239821428571
247,0.339253357142857,0.0104939285714286,12.8962450714286,3.84987242857143
248,0.423164285714286,0.0176129285714286,16.7512754285714,5.53725821428571
249,0.327233964285714,0.0172253571428571,16.5359626428571,6.16846564285714
250,0.414072214285714,0.0147499285714286,13.4769432857143,4.20400578571429
251,0.488438285714286,0.0163959285714286,13.774154,2.62785892857143
252,0.471033928571429,0.0153005,14.2224025714286,4.55534421428571
253,0.567244285714286,0.0117588571428571,16.9947046428571,6.41087578571429
254,0.616569535714286,0.0166994285714286,17.5936920714286,6.14407164285714
255,0.2523055,0.016822,20.3181045714286,6.046558
256,0.132544035714286,0.014076,18.375889,9.74890571428571
257,0.174976357142857,0.0164451428571429,17.5986395714286,5.67980071428571
258,0.159965357142857,0.00991028571428571,14.3561378571429,6.38335928571429
259,0.116648785714286,0.0148613571428571,15.7804007857143,4.83439807142857
260,0.168517785714286,0.0191785714285714,19.1680399285714,5.43479964285714
261,0.188645178571429,0.0129345,12.2594311428571,4.28793771428571
262,0.269248178571429,0.0177946428571429,15.0335499285714,5.910326
263,0.316407321428571,0.020622,20.4641747142857,7.0826795
264,0.387499964285714,0.0229463571428571,14.2361627142857,4.66181607142857
265,0.376352285714286,0.0224463571428571,13.2431199285714,6.66505835714286
266,0.485740142857143,0.0243112142857143,18.7310604285714,6.75749042857143
267,0.541323821428571,0.0279957857142857,15.3249845714286,10.011718
268,0.6816965,0.0281933571428571,15.1332715714286,8.24006585714286
269,0.192462535714286,0.0262142857142857,15.3328695714286,5.12623664285714
270,0.197777214285714,0.0278036428571429,16.527762,6.13864342857143
271,0.0712905714285714,0.0340893571428571,13.0796845,5.46204864285714
272,0.241356071428571,0.0382617142857143,18.30504,7.59372707142857
273,0.219248321428571,0.0294912142857143,16.1452535,8.63871635714286
274,0.240308071428571,0.0337321428571429,12.085807,5.01003328571429
275,0.341970642857143,0.0364791428571429,15.8021800714286,4.50606514285714
276,0.419422785714286,0.0327023571428571,15.0457637142857,4.15578685714286
277,0.522528321428571,0.0366697142857143,12.4191247142857,4.1428645
278,0.527445607142857,0.0343658571428571,12.4044526428571,4.76623778571429
279,0.604574178571429,0.0212024285714286,14.6617965714286,5.27046921428571
280,0.657616857142857,0.0236185,12.0159245714286,6.119599
281,0.7951605,0.0349881428571429,18.0700757857143,2.69524735714286
282,0.753823642857143,0.0309554285714286,13.5582868571429,2.074279
283,0.577109214285714,0.0246310714285714,10.943015,2.56349442857143
284,0.188193571428571,0.0157529285714286,8.572279,1.81869121428571
285,0.403440821428571,0.0227260714285714,12.2929267857143,0.9488995
286,0.551818107142857,0.0289017142857143,13.5364875,1.43431492857143
287,0.558954392857143,0.0284046428571429,9.62264235714286,0.725626785714286
288,0.453092535714286,0.0303275,16.0444881428571,2.9001275
289,0.466911857142857,0.0250387857142857,13.3869433571429,2.02323242857143
290,0.546363785714286,0.0265505714285714,14.3678492857143,1.21626557142857
291,0.543314464285714,0.0269156428571429,10.3306277857143,1.88857785714286
292,0.581825857142857,0.0369047142857143,11.3862864285714,1.778446
293,0.6773745,0.0279493571428571,14.4864719285714,2.07307385714286
294,0.669332357142857,0.0280654285714286,13.4618505,1.97555735714286
295,0.738703428571429,0.0212084285714286,13.4679578571429,1.55134342857143
296,0.651074,0.0209642857142857,10.8303571428571,5.44737864285714
297,0.371713178571429,0.0296011428571429,14.8745747857143,4.69722357142857
298,0.38324925,0.0266518571428571,27.1767547857143,4.77569121428571
299,0.142203571428571,0.0195535714285714,18.5351345,4.55573035714286
300,0.399197642857143,0.0180088571428571,22.5191550714286,3.3686595
301,0.368122392857143,0.0114972142857143,21.8774738571429,2.578468
302,0.275407678571429,0.0148452857142857,18.0297234285714,4.108984
303,0.515840821428571,0.0173472142857143,21.1927728571429,5.58144585714286
304,0.490023357142857,0.0153005714285714,19.2441249285714,3.79405135714286
305,0.322138964285714,0.0101101428571429,17.4243197142857,3.22580785714286
306,0.0971985357142857,0.0123512857142857,25.0994897142857,5.041637
307,0.141977178571429,0.011994,20.1851035714286,6.01175535714286
308,0.248272642857143,0.0154428571428571,22.4690785714286,6.60002964285714
309,0.559420357142857,0.0328335,10.3500073571429,2.26874257142857
310,0.699443571428571,0.0297826428571429,3.27127707142857,0.421506214285714
311,0.581699357142857,0.0318691428571429,5.01062935714286,0.814542642857143
312,0.486763892857143,0.0365897857142857,6.80681821428571,1.36629021428571
313,0.795550071428571,0.0483039285714286,9.73654921428571,2.35599478571429
314,0.902685071428571,0.0409911428571429,9.79464271428571,1.84699671428571
315,0.98768825,0.0346072142857143,11.4545455714286,1.6073205
316,0.5875665,0.0189551428571429,17.2617827142857,1.35144164285714
317,0.774320535714286,0.0214254285714286,17.0510204285714,1.39833992857143
318,0.763619321428571,0.0305922142857143,5.8033395,1.25005735714286
319,0.815812535714286,0.0306696428571429,7.3302295,1.40579728571429
320,0.54924775,0.0253690714285714,9.66456092857143,1.05300021428571
321,0.443645535714286,0.0206906428571429,13.0340135714286,2.1313915
322,0.63626975,0.0269315,9.40142157142857,2.01392342857143
323,0.61740425,0.0227855714285714,14.7841296428571,2.75318685714286
324,0.610844357142857,0.0191528571428571,15.2939859285714,2.94748235714286
325,0.234200857142857,0.0162411428571429,21.3689975,4.89405621428571
326,0.0945523214285714,0.0166012857142857,19.0105132142857,6.58535214285714
327,0.0600524285714286,0.0120416428571429,15.7242191428571,3.9074405
328,0.135557071428571,0.0201427857142857,16.8734153571429,5.39486285714286
329,0.163994285714286,0.0212620714285714,17.6851768571429,7.01919178571429
330,0.312668214285714,0.0182976428571429,22.0491263571429,7.50859585714286
331,0.3062695,0.0148065,13.4754947857143,4.20318885714286
332,0.351091535714286,0.020759,13.0701128571429,4.65456078571429
333,0.492761178571429,0.0281725714285714,18.590215,4.88465435714286
334,0.525401178571429,0.0227272142857143,10.5969,1.3522905
335,0.231683464285714,0.0294196428571429,12.6416201428571,1.82051321428571
336,0.0503752857142857,0.0287380714285714,15.4052257142857,4.47335471428571
337,0.194798107142857,0.0222567142857143,13.7840368571429,1.43293064285714
338,0.199482535714286,0.0323540714285714,13.1966605714286,1.71242235714286
339,0.190528,0.0289584285714286,14.3651438571429,1.42784628571429
340,0.287901142857143,0.0240803571428571,14.7837045714286,1.48692828571429
341,0.349922321428571,0.0300327857142857,15.9569031428571,2.03769964285714
342,0.397325321428571,0.0198454285714286,15.5712738571429,1.86755414285714
343,0.319759392857143,0.0288423571428571,16.5811302857143,4.73284335714286
344,0.366569714285714,0.0325178571428571,17.1743197142857,3.81901621428571
345,0.441185,0.017866,13.9136265,3.00151828571429
346,0.521766785714286,0.0351327142857143,16.0218836428571,5.18985392857143
347,0.488368821428571,0.0450223571428571,15.4983040714286,4.9925985
348,0.347717785714286,0.0292470714285714,13.5082082857143,2.49017664285714
349,0.305084642857143,0.0322440714285714,12.9064910714286,4.6295275
350,0.423498892857143,0.0390030714285714,16.0191325714286,3.64730664285714
351,0.488748642857143,0.0198005,13.1196274285714,2.67255242857143
352,0.344847214285714,0.0301993571428571,13.5508543571429,3.552233
353,0.192941214285714,0.0257917142857143,11.5066095,4.04667257142857
354,0.294961285714286,0.0129222857142857,9.56385264285714,3.09763564285714
355,0.359914785714286,0.0220557142857143,10.6500154285714,1.21345635714286
356,0.378539035714286,0.0230942142857143,8.48222014285714,0.474510142857143
357,0.532997571428571,0.0272618571428571,14.7507729285714,0.650691142857143
358,0.249346571428571,0.0142442142857143,15.4710885714286,2.036829
359,0.251041678571429,0.0319287142857143,14.2384818571429,8.09901871428571
360,0.410643178571429,0.0228392142857143,14.797619,2.01059592857143
361,0.446704964285714,0.0204195714285714,14.0429805714286,2.69957292857143
362,0.417772964285714,0.0188692142857143,13.5833332857143,3.41284735714286
363,0.54489525,0.0264373571428571,21.4829158571429,4.60638128571429
364,0.67477375,0.0291876428571429,20.9627397142857,4.45631092857143
365,0.649948285714286,0.0228811428571429,13.2181767142857,3.55288378571429
366,0.428422607142857,0.0135118571428571,14.5994124285714,5.06799978571429
367,0.332126964285714,0.0194493571428571,17.8066757857143,4.30535221428571
368,0.206295214285714,0.0182896428571429,13.261441,2.90924657142857
369,0.480887535714286,0.0124226428571429,19.2288960714286,3.88111142857143
370,0.445626357142857,0.0145804285714286,18.4700062142857,6.3410585
371,0.869422964285714,0.0196221428571429,19.6063698571429,4.06853557142857
372,0.594636392857143,0.0163125714285714,15.2662338571429,3.45115914285714
373,0.170678107142857,0.0177411428571429,15.3786332857143,2.13650921428571
374,0.19605325,0.0118065,20.2392547857143,3.09669292857143
375,0.0284225714285714,0.0140892857142857,13.121444,4.795641
376,0.327115642857143,0.0199612142857143,10.833913,1.47554535714286
377,0.86644025,0.0242589285714286,14.6324984285714,1.46235771428571
378,0.587131214285714,0.0242708571428571,10.7270407857143,0.821894428571429
379,0.7369695,0.0194285,10.8324830714286,0.816894
380,0.451261642857143,0.0211071428571429,10.5040584285714,3.55452528571429
381,0.0277045357142857,0.0142499285714286,14.6997140714286,5.33772992857143
382,0.126934535714286,0.0144107142857143,10.1105442142857,3.51939142857143
383,0.0554411785714286,0.0126517142857143,12.2733458571429,5.41511571428571
384,0.08869875,0.0141428571428571,16.3777442857143,5.0684985
385,0.531269928571429,0.0137826428571429,23.7902752142857,5.99238392857143
386,0.0967686785714286,0.0173922142857143,12.2683984285714,5.83385921428571
387,0.0417101428571429,0.0208691428571429,17.7705627857143,7.10113371428571
388,0.143006,0.0259673571428571,17.3099876428571,5.88656242857143
389,0.541602,0.029406,24.6439392857143,6.64808671428571
390,0.440681964285714,0.0254245,15.2438929285714,6.03330028571429
391,0.566183714285714,0.0286963571428571,11.3505872857143,3.14729185714286
392,0.814188642857143,0.0221715,10.5882807142857,3.06455428571429
393,0.943665928571429,0.0250745,10.0751391428571,5.31371628571429
394,0.585685464285714,0.0293183571428571,12.3333332857143,4.98258942857143
395,0.576378107142857,0.0398215714285714,15.5942738571429,7.31608257142857
396,0.807369285714286,0.0301965,17.2307515,5.84380728571429
397,0.640568428571429,0.0302885714285714,17.4445346428571,4.414014
398,0.373841785714286,0.0370625,19.0229205714286,2.57416685714286
399,0.553482107142857,0.0369405,14.5084647857143,1.38205785714286
400,0.441270285714286,0.0321131428571429,11.9577920714286,0.0616071428571429
401,0.318718285714286,0.0259790714285714,13.4514412142857,0.347267357142857
402,0.296321107142857,0.0205535,13.4446506428571,0.357939571428571
403,0.441071428571429,0.0310565714285714,16.9725184285714,0.840701785714286
404,0.420470892857143,0.0291459285714286,16.3378941428571,0.442642642857143
405,0.449280535714286,0.0185982142857143,16.0357915714286,0.2689775
406,0.322172392857143,0.0170952857142857,11.4255181428571,0.159838071428571
407,0.308852535714286,0.0143958571428571,11.8059677142857,0
408,0.380488321428571,0.0205891428571429,14.8938233571429,0.620842571428571
409,0.356130607142857,0.0195149285714286,15.3915655,1.34546921428571
410,0.325458642857143,0.0227115,12.5932668571429,0.0648809285714286
411,0.395441357142857,0.0281099285714286,12.4444876428571,0.3562075
412,0.119963178571429,0.0272828571428571,15.0889767142857,0.518889928571429
413,0.192466678571429,0.0239732857142857,15.9300401428571,1.42915564285714
414,0.322477857142857,0.0238067142857143,13.5803958571429,0.4999315
415,0.367482857142857,0.0203450714285714,11.7519324285714,0.719851785714286
