"daily_CO_mean","daily_NO2_mean","daily_O3_mean","daily_SO2_mean","weekly_CO_mean","weekly_NO2_mean","weekly_O3_mean","weekly_SO2_mean"
0.219375,3.427273,0.010833,2.4166665,0.196161357142857,0.0142559285714286,2.93068171428571,3.48063257142857
0.2410415,5.379167,0.009667,3.4625,0.153507285714286,0.0141172142857143,2.83371221428571,2.71238357142857
0.2260685,4.445833,0.011208,3.3919255,0.127410571428571,0.0132203571428571,2.26198585714286,2.02870628571429
0.2154165,4.245455,0.013458,2.7541665,0.151632535714286,0.0111340714285714,3.72848107142857,1.961592
0.242708,3.754545,0.012542,2.9354165,0.226931321428571,0.010268,6.65624992857143,2.91087692857143
0.2334965,1.595833,0.014542,2.6360245,0.253249928571429,0.00714285714285714,4.41057192857143,2.53030642857143
0.2366665,2.813636,0.014417,2.5604165,0.251817571428571,0.0125832857142857,5.34768385714286,2.27614535714286
0.2833335,5.179167,0.008417,3.2958335,0.303591571428571,0.0109313571428571,7.60456778571429,2.51160714285714
0.210815,1.641667,0.014792,2.586646,0.342916071428571,0.00832142857142857,9.88034771428571,3.8595275
0.227292,4.127273,0.012917,2.6791665,0.410127571428571,0.00635128571428571,11.7009632142857,4.44393592857143
0.209167,3.383333,0.014583,2.5875,0.349582035714286,0.00444628571428571,9.53266685714286,3.88946057142857
0.2144205,3.520833,0.017208,2.2776395,0.398451571428571,0.00647114285714286,11.282166,4.48184514285714
0.2060415,4.155556,0.016417,2.0770835,0.371177357142857,0.0100442142857143,13.3801449285714,5.1545495
0.236875,7.966667,0.013458,2.6875,0.519138428571429,0.00758321428571429,16.855592,8.47860235714286
0.2536415,13.583333,0.016208,2.969876,0.591073678571429,0.00504185714285714,17.3731353571429,10.3165612857143
0.280833,11.863636,0.014708,2.2875,0.608336142857143,0.00388414285714286,21.7016341428571,11.0482438571429
0.2589585,14.929167,0.011833,2.99375,0.65007725,0.00281842857142857,23.099854,10.9681547142857
0.2697645,10.1625,0.011167,2.911491,0.8290205,0.00174107142857143,26.2090638571429,13.3884575714286
0.2946195,16.668182,0.010333,3.0074675,0.540830678571429,0.00311307142857143,21.9082954285714,10.5651917142857
0.3397915,16.558333,0.006917,2.5645835,NA,NA,NA,NA
0.3619925,14.645833,0.008375,3.145652,NA,NA,NA,NA
0.4010415,22.054545,0.007625,3.1729165,NA,NA,NA,NA
0.341042,10.9625,0.017292,2.8583335,NA,NA,NA,NA
0.4007065,14.545833,0.010083,3.218323,NA,NA,NA,NA
0.376875,7.040909,0.012708,3.4125,NA,NA,NA,NA
0.3345835,17.058333,0.008958,4.0666665,NA,NA,NA,NA
0.33303,15.025,0.013,3.4354165,NA,NA,NA,NA
0.374855,13.15,0.009792,4.079193,NA,NA,NA,NA
0.3702085,4.763636,0.006083,2.7875,NA,NA,NA,NA
0.31625,2.245833,0.01175,2.9729165,NA,NA,NA,NA
0.359221,8.254167,0.007708,3.095652,NA,NA,NA,NA
0.40625,8.554545,0.008625,3.7208335,NA,NA,NA,NA
0.4270835,11.0625,0.006708,4.1583335,NA,NA,NA,NA
0.4599455,16.733333,0.006958,4.479193,NA,NA,NA,NA
0.542083,23.768182,0.009417,4.55625,NA,NA,NA,NA
0.529167,17.329167,0.006667,4.975,NA,NA,NA,NA
0.45625,10.258333,0.008583,3.893789,NA,NA,NA,NA
0.2954545,5.777273,0.014792,2.1145835,NA,NA,NA,NA
0.1954165,3.05,0.014667,1.8916665,NA,NA,NA,NA
0.2737315,6.536364,0.005708,2.968323,NA,NA,NA,NA
0.3841665,9.522727,0.005458,4.0354165,NA,NA,NA,NA
0.4316665,8.5125,0.01275,4.7833335,NA,NA,NA,NA
0.247011,4.208333,0.012958,2.0686335,NA,NA,NA,NA
0.221458,1.645455,0.019375,1.7229165,NA,NA,NA,NA
0.266458,4.529167,0.014708,2.34375,NA,NA,NA,NA
0.344058,10.791667,0.0075,3.518323,NA,NA,NA,NA
0.3907425,9.282609,0.011833,3.4347825,NA,NA,NA,NA
0.3183335,6.85,0.019667,2.1395835,NA,NA,NA,NA
0.329855,7.6375,0.015792,1.9670805,NA,NA,NA,NA
0.4402085,11.904545,0.008917,4.5125,NA,NA,NA,NA
0.405,6.754167,0.006167,3.41875,NA,NA,NA,NA
0.4600725,9.05,0.00325,4.2630435,NA,NA,NA,NA
0.4170835,10.209091,0.010292,3.2583335,NA,NA,NA,NA
0.425,14.320833,0.010417,4.4395835,NA,NA,NA,NA
0.264161,11.85,0.006542,4.0018635,NA,NA,NA,NA
0.2995455,10.495455,0.009125,3.4583335,NA,NA,NA,NA
0.4454165,15.233333,0.004667,6.0083335,NA,NA,NA,NA
0.4338045,13.991667,0.006583,4.707764,NA,NA,NA,NA
0.437292,13.390909,0.008167,4.2375,NA,NA,NA,NA
0.397083,11.066667,0.01075,3.0104165,NA,NA,NA,NA
0.3338045,5.345833,0.016042,1.942857,NA,NA,NA,NA
0.574375,13.013636,0.015417,6.8958335,NA,NA,NA,NA
0.7885415,19.908333,0.011042,8.9416665,NA,NA,NA,NA
0.751685,19.5875,0.011167,6.97205,NA,NA,NA,NA
0.6054165,16,0.015833,5.6854165,NA,NA,NA,NA
0.4697915,10.433333,0.012292,2.4080745,NA,NA,NA,NA
0.676214,17.683333,0.013167,4.4369565,NA,NA,NA,NA
0.8091665,19.486364,0.017333,12.403788,NA,NA,NA,NA
0.49125,8.045833,0.02875,4.255357,NA,NA,NA,NA
0.7011595,19.504167,0.012083,6.288509,NA,NA,NA,NA
0.739583,16.531818,0.006067,8.165263,NA,NA,NA,NA
0.9632795,20.740909,0.004458,11.5758335,NA,NA,NA,NA
0.628116,20.105882,0.007083,9.9363355,NA,NA,NA,NA
0.864583,27.463636,0.003375,14.1354165,NA,NA,NA,NA
0.79875,20.545833,0.0055,13.0375,NA,NA,NA,NA
0.7960145,20.504167,0.009,14.9068325,NA,NA,NA,NA
0.65375,23.086364,0.005458,8.6604165,NA,NA,NA,NA
0.779375,23.1875,0.00075,12.3229165,NA,NA,NA,NA
0.8903985,23.391667,0.001125,12.6400625,NA,NA,NA,NA
0.831875,20.622727,0.002458,12.64375,NA,NA,NA,NA
1.0164585,18.9875,0.003292,14.1854165,NA,NA,NA,NA
0.8813225,18.8875,0.004458,14.670497,NA,NA,NA,NA
0.9616665,19.709091,0.0035,18.7583335,NA,NA,NA,NA
1.242917,26.541667,0.002583,17.4854165,NA,NA,NA,NA
1.0835715,23.616667,0.003333,16.246894,NA,NA,NA,NA
0.771042,22.45,0.002625,11.3020835,NA,NA,NA,NA
0.94625,23.229167,0.002708,16.4875,NA,NA,NA,NA
1.2886415,28.595833,0.010708,17.704037,NA,NA,NA,NA
1.0952085,28.995455,0.008,15.8958335,NA,NA,NA,NA
0.935625,21.704167,0.008542,15.35625,NA,NA,NA,NA
1.172047,24.5125,0.00575,16.265528,NA,NA,NA,NA
0.620833,13.2,0.012708,6.28125,NA,NA,NA,NA
0.867083,21.479167,0.005917,11.2208335,NA,NA,NA,NA
1.1596555,21.9625,0.006458,22.7263975,NA,NA,NA,NA
0.9925,25.713636,0.008583,17.4416665,NA,NA,NA,NA
0.675,15.233333,0.016625,6.6854165,NA,NA,NA,NA
0.537971,8.641667,0.015833,4.2723605,NA,NA,NA,NA
0.958297,23.814286,0.004083,13.7333335,NA,NA,NA,NA
0.4964585,25.136364,0.007417,9.8881985,NA,NA,NA,NA
0.3225,13.0875,0.010917,4.368944,NA,NA,NA,NA
0.919375,24.636364,0.002542,13.7479165,NA,NA,NA,NA
1.008939,26.65,0.004208,17.4333335,NA,NA,NA,NA
0.6572645,19.441667,0.006375,11.114596,NA,NA,NA,NA
0.428125,16.681818,0.015417,7.8541665,NA,NA,NA,NA
0.773125,23.925,0.009167,10.4395835,NA,NA,NA,NA
0.360761,15.066667,0.021875,6.4139755,NA,NA,NA,NA
0.32,9.236364,0.02575,3.5395835,NA,NA,NA,NA
0.418125,12.070833,0.019042,3.73125,NA,NA,NA,NA
0.361123,13.841667,0.014917,3.596584,NA,NA,NA,NA
0.661875,19.513636,0.005083,9.2854165,NA,NA,NA,NA
0.815208,20.575,0.006125,12.3208335,NA,NA,NA,NA
0.826558,24.633333,0.003833,11.350932,NA,NA,NA,NA
0.774375,21.559091,0.0065,9.4375,NA,NA,NA,NA
0.491591,21.775,0.005208,7.4208335,NA,NA,NA,NA
0.3294565,16.9125,0.004208,5.2642855,NA,NA,NA,NA
0.8872915,26.959091,0.002375,11.2166665,NA,NA,NA,NA
0.9825,26.145833,0.002875,14.5208335,NA,NA,NA,NA
0.5550545,17.666667,0.007333,10.5242235,NA,NA,NA,NA
0.860625,23.368182,0.002333,14.4833335,NA,NA,NA,NA
0.5473865,18.308333,0.004,7.80625,NA,NA,NA,NA
0.7146555,21.929167,0.003542,13.4192545,NA,NA,NA,NA
0.662083,21.6,0.007333,14.9625,NA,NA,NA,NA
0.421667,15.05,0.013333,5.6166665,NA,NA,NA,NA
0.6470835,25.0875,0.005833,12.419876,NA,NA,NA,NA
0.5825,28.7,0.007167,13.40625,NA,NA,NA,NA
0.72875,26.316667,0.002708,10.5625,NA,NA,NA,NA
0.9518295,26.858333,0.000833,11.992857,NA,NA,NA,NA
1.00625,24.131818,0.000105,10.78125,NA,NA,NA,NA
1.4523215,35.513636,0.001588,18.8791665,NA,NA,NA,NA
1.5235415,49.795833,0.001625,31.50625,NA,NA,NA,NA
1.0330075,38.779167,0.003958,16.41118,NA,NA,NA,NA
1.007708,29.945455,0.005792,13.08125,NA,NA,NA,NA
0.6014585,25.2625,0.008625,10.5479165,NA,NA,NA,NA
0.803605,26.695833,0.0035,14.21118,NA,NA,NA,NA
0.677083,22.172727,0.004042,9.9083335,NA,NA,NA,NA
0.701576,26.131818,0.003583,10.6520835,NA,NA,NA,NA
0.524348,28.977778,0.003778,9.930303,NA,NA,NA,NA
0.763125,32,0.0035,11.41875,NA,NA,NA,NA
0.573542,19.241667,0.007083,7.7166665,NA,NA,NA,NA
1.1453125,36.4000905,0.003625,18.831988,NA,NA,NA,NA
1.45197925,38.6635375,0.003646,21.0041665,NA,NA,NA,NA
1.1770835,36.54678,0.003229,22.5375,NA,NA,NA,NA
0.9745925,33.589583,0.00525,22.2527175,NA,NA,NA,NA
0.8028215,31.5950755,0.006625,16.760119,NA,NA,NA,NA
0.76677075,31.5867425,0.0060415,13.0145835,NA,NA,NA,NA
0.62169625,27.6197465,0.009396,10.4852275,NA,NA,NA,NA
0.5930505,27.1953415,0.009352,9.2,NA,NA,NA,NA
0.70135425,28.2901785,0.0066225,10.4645835,NA,NA,NA,NA
0.8871015,28.43125,0.006604,14.845652,NA,NA,NA,NA
0.93105975,27.8761365,0.0068125,17.781548,NA,NA,NA,NA
0.93083325,30.692803,0.0067085,18.3333335,NA,NA,NA,NA
0.929375,32.889583,0.004646,16.100815,NA,NA,NA,NA
0.923125,29.655871,0.0045415,13.7473215,NA,NA,NA,NA
1.010104,29.5715415,0.0053125,14.6541665,NA,NA,NA,NA
1.21384475,34.8031705,0.0050625,16.611685,NA,NA,NA,NA
1.2230115,36.304356,0.004083,17.263095,NA,NA,NA,NA
0.90833325,25.3772725,0.002104,13.7479165,NA,NA,NA,NA
0.59412825,13.59375,0.005271,8.882337,NA,NA,NA,NA
0.37756575,11.359659,0.0106045,7.2223215,NA,NA,NA,NA
0.3090625,14.122159,0.0094795,6.7729165,NA,NA,NA,NA
0.41323825,18.0698865,0.006667,8.3747285,NA,NA,NA,NA
0.593759,22.0545455,0.0058545,10.2541665,NA,NA,NA,NA
0.55208325,18.734659,0.011521,9.7375,NA,NA,NA,NA
0.38673,12.4166665,0.017146,7.805163,NA,NA,NA,NA
0.52055575,20.800189,0.0120835,9.1279765,NA,NA,NA,NA
0.57445075,28.868939,0.007396,11.44375,NA,NA,NA,NA
0.44997275,24.3891665,0.0081045,10.723098,NA,NA,NA,NA
0.43799375,18.52,0.011875,9.836607,NA,NA,NA,NA
0.346667,10.7079165,0.02025,7.5083335,NA,NA,NA,NA
0.25460625,5.345833,0.026042,5.7361415,NA,NA,NA,NA
0.2354395,4.112689,0.0228335,5.55,NA,NA,NA,NA
0.244375,6.910606,0.0169375,6.4604165,NA,NA,NA,NA
0.339479,14.4395835,0.011146,8.8108695,NA,NA,NA,NA
0.45051125,19.4391445,0.0073335,10.4782735,NA,NA,NA,NA
0.51738625,20.155811,0.007875,10.9125,NA,NA,NA,NA
0.52748175,21.6104165,0.0103335,6.5766305,NA,NA,NA,NA
0.45331525,18.6375,0.0134375,2.057738,NA,NA,NA,NA
0.4028125,15.5270835,0.0145415,1.9895835,NA,NA,NA,NA
0.49918925,22.3208335,0.0120835,2.110598,NA,NA,NA,NA
0.62252275,29.3976975,0.009396,2.305655,NA,NA,NA,NA
0.67666675,28.494165,0.0095415,2.5507355,NA,NA,NA,NA
0.471632,16.436051,0.0152915,3.0866665,NA,NA,NA,NA
0.23504225,5.5708335,0.022771,3.534239,NA,NA,NA,NA
0.208306,3.393182,0.025146,3.6782735,NA,NA,NA,NA
0.21208325,3.530682,0.0239165,4.1791665,NA,NA,NA,NA
0.26567925,6.7291665,0.025229,5.3225545,NA,NA,NA,NA
0.27370025,6.721212,0.0306875,5.3458335,NA,NA,NA,NA
0.275417,7.5732955,0.0326565,5.175,NA,NA,NA,NA
0.277215,6.6524455,0.030719,5.1608695,NA,NA,NA,NA
0.26242325,5.1496045,0.028625,4.9238095,NA,NA,NA,NA
0.25375,5.2242425,0.02725,5.0708335,NA,NA,NA,NA
0.24013125,2.166667,0.0257085,4.8475545,NA,NA,NA,NA
0.2865895,4.2674245,0.0224585,5.680655,NA,NA,NA,NA
0.30218725,6.9861745,0.0236665,6.2375,NA,NA,NA,NA
0.30427525,6.74375,0.025229,5.9461955,NA,NA,NA,NA
0.3423805,9.305303,0.021479,6.524107,NA,NA,NA,NA
0.30852175,9.517803,0.023625,6.6604165,NA,NA,NA,NA
0.2199365,3.483333,0.0319795,5.0057065,NA,NA,NA,NA
0.1942075,0.699621,0.0363545,4.3910715,NA,NA,NA,NA
0.20572925,2.337121,0.0326875,4.8,NA,NA,NA,NA
0.21010875,2.770833,0.0279165,4.8619565,NA,NA,NA,NA
0.23510875,5.1691665,0.0249165,5.467262,NA,NA,NA,NA
0.25864575,6.7733335,0.0250205,5.9291665,NA,NA,NA,NA
0.25870925,5.7958335,0.0271875,5.5372285,NA,NA,NA,NA
0.2676675,11.2875,0.027292,5.99375,NA,NA,NA,NA
0.26990475,8.9535715,0.026271,6.3076085,NA,NA,NA,NA
0.2658905,2.8816965,0.025521,5.9285715,NA,NA,NA,NA
0.22216125,4.1947915,0.025417,6.04375,NA,NA,NA,NA
0.19002975,3.855303,0.025146,6.3333335,NA,NA,NA,NA
0.21244575,4.2954545,0.0240415,6.2535325,NA,NA,NA,NA
0.22171675,5.1964015,0.0225625,6.349405,NA,NA,NA,NA
0.21839225,4.904167,0.0254585,6.4211955,NA,NA,NA,NA
0.215163,5.6006945,0.0283,6.3089285,NA,NA,NA,NA
0.21295275,6.3506945,0.0279175,6.1395835,NA,NA,NA,NA
0.21803425,5.3125,0.029534,6.330163,NA,NA,NA,NA
0.2287275,5.2297345,0.0300625,6.5169645,NA,NA,NA,NA
0.25572925,7.5964015,0.027292,6.7875,NA,NA,NA,NA
0.2788225,6.3208335,0.0254375,6.9214675,NA,NA,NA,NA
0.27319775,3.3698865,0.0265,6.863393,NA,NA,NA,NA
0.264271,3.649053,0.027625,7.0520835,NA,NA,NA,NA
0.27487775,4.258144,0.025729,7.2983695,NA,NA,NA,NA
0.28550275,4.1159095,0.027875,7.2205355,NA,NA,NA,NA
0.286875,4.6973485,0.0328125,7.0833335,NA,NA,NA,NA
0.29104625,6.339583,0.035625,7.141848,NA,NA,NA,NA
0.285317,5.5422345,0.0359585,7.0157735,NA,NA,NA,NA
0.2822915,4.9901515,0.0340625,7.3875,NA,NA,NA,NA
0.291105,6.7395835,0.0323955,7.6796195,NA,NA,NA,NA
0.281857,5.7107955,0.031875,7.2592265,NA,NA,NA,NA
0.235231,5.841502,0.0308335,7.16875,NA,NA,NA,NA
0.20239575,6.453623,0.029,7.394565,NA,NA,NA,NA
0.21875,5.771212,0.028375,7.6517855,NA,NA,NA,NA
0.24791675,6.9670455,0.0325415,8.5,NA,NA,NA,NA
0.23025375,4.70625,0.0378125,8.2951085,NA,NA,NA,NA
0.19942025,1.927841,0.0376875,7.549702,NA,NA,NA,NA
0.20458325,2.843182,0.033979,8.0125,NA,NA,NA,NA
0.2294475,3.8632575,0.028729,8.4701085,NA,NA,NA,NA
0.255385,4.4382575,0.023708,6.680844,NA,NA,NA,NA
0.2334375,4.1549245,0.023708,2.99375,NA,NA,NA,NA
0.209076,3.86875,0.026354,1.7315215,NA,NA,NA,NA
0.197826,2.8297345,0.030125,1.423512,NA,NA,NA,NA
0.18645825,2.1492095,0.027646,0.6104165,NA,NA,NA,NA
0.1538495,2.5486415,0.0265625,0.6325,NA,NA,NA,NA
0.1425995,2.338068,0.0240625,0.574638,NA,NA,NA,NA
0.1804165,3.156818,0.0187085,0.636607,NA,NA,NA,NA
0.19357775,3.4166665,0.0237915,0.922826,NA,NA,NA,NA
0.2077445,3.3166665,0.025458,1.402381,NA,NA,NA,NA
0.20770825,3.35,0.023208,1.6458335,NA,NA,NA,NA
0.19192025,2.4354165,0.024833,1.207337,NA,NA,NA,NA
0.177441,1.989962,0.02725,0.941369,NA,NA,NA,NA
0.18037575,3.737154,0.023792,1.1339675,NA,NA,NA,NA
0.195326,3.524275,0.020667,1.2900625,NA,NA,NA,NA
0.192971,1.9598485,0.0200835,1.075595,NA,NA,NA,NA
0.1984375,2.8327655,0.0198335,1.2979165,NA,NA,NA,NA
0.20655325,3.404167,0.0224375,1.8608695,NA,NA,NA,NA
0.2047825,4.2491075,0.0266595,2.087202,NA,NA,NA,NA
0.19697925,4.2261905,0.028972,1.7416665,NA,NA,NA,NA
0.1965445,4.139583,0.0293125,2.0752715,NA,NA,NA,NA
0.202482,4.3410985,0.028375,1.9625,NA,NA,NA,NA
0.22916675,4.6660985,0.0280625,1.3770835,NA,NA,NA,NA
0.2658875,4.89375,0.028417,1.8255435,NA,NA,NA,NA
0.3115125,3.7299245,0.0277085,2.1175595,NA,NA,NA,NA
0.52125,4.521591,0.029875,2.2416665,NA,NA,NA,NA
0.686721,5.2333335,0.030521,2.279348,NA,NA,NA,NA
0.905471,4.429167,0.0283335,2.446131,NA,NA,NA,NA
0.99168475,5.74375,0.025146,3.2027175,NA,NA,NA,NA
0.72824725,5.7263255,0.0192295,3.281548,NA,NA,NA,NA
0.4815625,3.640909,0.0178545,3.3604165,NA,NA,NA,NA
0.32596025,4.0083335,0.017542,3.898913,NA,NA,NA,NA
0.293356,4.4158335,0.0157895,3.577381,NA,NA,NA,NA
0.33249975,3.1554165,0.015977,2.90625,NA,NA,NA,NA
0.44374525,2.65625,0.0144375,3.2086955,NA,NA,NA,NA
0.42728725,3.0242425,0.017833,3.4026785,NA,NA,NA,NA
0.3353125,3.5304925,0.0237705,3.3541665,NA,NA,NA,NA
0.42342375,4.216667,0.028,3.659511,NA,NA,NA,NA
0.426549,4.8202655,0.027521,3.517262,NA,NA,NA,NA
1.13843775,6.4285985,0.0206875,4.75,NA,NA,NA,NA
1.4595155,5.402083,0.016604,5.1432065,NA,NA,NA,NA
0.6583695,4.221212,0.014958,3.9395835,NA,NA,NA,NA
0.3066305,5.2588935,0.016354,3.375,NA,NA,NA,NA
0.2494745,5.054348,0.020229,2.6934785,NA,NA,NA,NA
0.2505525,3.407143,0.0188955,2.737798,NA,NA,NA,NA
0.314058,2.6654765,0.0154165,2.88125,NA,NA,NA,NA
0.27489125,3.5424245,0.0163125,3.4136905,NA,NA,NA,NA
0.1896875,3.7174245,0.0193335,3.55625,NA,NA,NA,NA
0.1820605,3.179167,0.0199375,2.9828805,NA,NA,NA,NA
0.186123,2.068561,0.0156455,2.6660715,NA,NA,NA,NA
0.1941665,1.5289775,0.010604,2.5229165,NA,NA,NA,NA
0.19945825,1.503869,0.011449,2.789674,NA,NA,NA,NA
0.206125,1.815801,0.01212,2.768155,NA,NA,NA,NA
0.20645825,2.5285985,0.009671,2.6145835,NA,NA,NA,NA
0.21857775,4.252083,0.0127915,3.4815215,NA,NA,NA,NA
0.263682,4.930303,0.013266,3.8833335,NA,NA,NA,NA
0.29364575,3.74072,0.0092035,3.29375,NA,NA,NA,NA
0.2868115,2.58125,0.009604,3.6125,NA,NA,NA,NA
0.30399925,2.517803,0.01275,3.586905,NA,NA,NA,NA
0.32822925,3.23447,0.0146875,3.3229165,NA,NA,NA,NA
0.33185675,4.1262685,0.012771,3.9038045,NA,NA,NA,NA
0.311336,4.3075185,0.0118125,3.9279765,NA,NA,NA,NA
0.2828125,4.5020835,0.013375,4.96875,NA,NA,NA,NA
0.2691485,3.4541665,0.0141875,4.8453805,NA,NA,NA,NA
0.23466925,1.84375,0.0112915,3.2232145,NA,NA,NA,NA
0.210625,2.1020835,0.008854,3.4895835,NA,NA,NA,NA
0.234751,4.1083335,0.0120205,4.8714675,NA,NA,NA,NA
0.26006325,5.722917,0.0125625,5.0833335,NA,NA,NA,NA
0.26284075,4.25,0.012542,3.8579545,NA,NA,NA,NA
0.23998775,3.49375,0.016271,3.318116,NA,NA,NA,NA
0.287876,4.73125,0.0177915,3.9988095,NA,NA,NA,NA
0.29916675,4.052083,0.0171455,4.1020835,NA,NA,NA,NA
0.1943885,1.805303,0.0155625,3.148913,NA,NA,NA,NA
0.134805,1.830303,0.0144795,3.1517855,NA,NA,NA,NA
0.126354,2.408333,0.013667,3.2333335,NA,NA,NA,NA
0.1508425,2.5104165,0.011125,3.2089675,NA,NA,NA,NA
0.17969675,3.1770835,0.0100205,3.5205355,NA,NA,NA,NA
0.1729165,3.54375,0.014854,3.93125,NA,NA,NA,NA
0.1525405,2.96875,0.0175835,3.8703805,NA,NA,NA,NA
0.150498,2.491667,0.017129,3.078261,NA,NA,NA,NA
0.1530615,3.0875,0.013587,2.1607145,NA,NA,NA,NA
0.151069,2.14375,0.011375,1.786413,NA,NA,NA,NA
0.143673,1.691667,0.0124795,1.8267855,NA,NA,NA,NA
0.1507925,3.9089015,0.0118125,2.3328805,NA,NA,NA,NA
